Cím,Épület/szárny,Szint,Helyiség száma,Helyiség neve,"Berendezés v. szolgáltatás
","Berendezés gyártó
","Berendezés tipusa
","Gyári szám/Egyéb berendezés adat
",Berendezés kód,Tender besorolás,Karb.alk./év
"Budapest, Kossuth tér 2-4.",A0044,földszint,P2,Tető,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,KISK3,Tetőszint,VRV_INDOOR_UNIT,Daikin,,RZQ100B8W1B,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,KISK3,Tetőszint,VRV_INDOOR_UNIT,Daikin,,RZQ100B8W1B,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,NAGYK1,Tetőszint,VRV_INDOOR_UNIT,Daikin,,RZQ100B8W1B,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,NAGYK1,Tetőszint,VRV_INDOOR_UNIT,Daikin,,RZQ100B8W1B,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,NAGYK2,Tetőszint,VRV_INDOOR_UNIT,Daikin,,RZQ100B9V3B1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,NAGYK2,Tetőszint,VRV_INDOOR_UNIT,Daikin,,RZQ100B9V3B1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,19A,elektromos főelosztó,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,19A,elektromos főelosztó,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,19B,elektromos főelosztó,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,19B,elektromos főelosztó,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,19C,elektromos főelosztó,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,19C,elektromos főelosztó,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,1,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,1,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,3,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,SPW-CR48RGVH8,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,3,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,SPW-CR48RGVH8,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,4,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,SPW-CR48RGVH8,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,4,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,SPW-CR48RGVH8,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,7,Óvoda 004-es terem,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,7,Óvoda 004-es terem,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,8,Óvoda 003-as terem,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,8,Óvoda 003-as terem,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,10,Óvoda 002-es terem,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,10,Óvoda 002-es terem,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,11,előtér,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,11,előtér,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,12,Technikai helyiség,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,12,Technikai helyiség,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,13,postabontó,VRV_INDOOR_UNIT,Daikin,,8139636002314,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,13,postabontó,VRV_INDOOR_UNIT,Daikin,,8139636002314,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,14,postabontó,VRV_INDOOR_UNIT,Daikin,,4E40040001163,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,14,postabontó,VRV_INDOOR_UNIT,Daikin,,4E40040001163,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,15,postabontó,VRV_INDOOR_UNIT,Daikin,,63274909,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,15,postabontó,VRV_INDOOR_UNIT,Daikin,,63274909,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,16,sokszorosító,VRV_INDOOR_UNIT,Daikin,,4E4014000175,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,16,sokszorosító,VRV_INDOOR_UNIT,Daikin,,4E4014000175,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,17,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,17,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,18,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,18,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,19,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,19,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,20,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,20,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,25,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,25,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,27,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,27,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2A,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CM2428E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2A,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CM2428E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2A,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-KR129E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2A,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-KR129E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,31,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-KR129E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,31,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-KR129E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,32,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-KR128E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,32,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-KR128E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,33,tárgyaló,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,33,tárgyaló,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,34,tárgyaló,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,34,tárgyaló,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,35,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,35,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,36,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,36,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,38,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CMR2428E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,38,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CMR2428E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,39,iroda,VRV_INDOOR_UNIT,Daikin,,ROC-35YH5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,39,iroda,VRV_INDOOR_UNIT,Daikin,,ROC-35YH5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,40,iroda,VRV_INDOOR_UNIT,Daikin,,RAS-35 H5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,40,iroda,VRV_INDOOR_UNIT,Daikin,,RAS-35 H5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,41,iroda,VRV_INDOOR_UNIT,Daikin,,RAM-80QH5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,41,iroda,VRV_INDOOR_UNIT,Daikin,,RAM-80QH5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,43,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,43,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,44,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,44,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,45,iroda,VRV_INDOOR_UNIT,Daikin,,RAK-35NH5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,45,iroda,VRV_INDOOR_UNIT,Daikin,,RAK-35NH5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,46,iroda,VRV_INDOOR_UNIT,Daikin,,RAK-35NH5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,46,iroda,VRV_INDOOR_UNIT,Daikin,,RAK-35NH5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,47,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,47,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,48,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,48,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,49,iroda,VRV_INDOOR_UNIT,Daikin,,RAM-80QM5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,49,iroda,VRV_INDOOR_UNIT,Daikin,,RAM-80QM5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,50,iroda,VRV_INDOOR_UNIT,Daikin,,RAM-80QM5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,50,iroda,VRV_INDOOR_UNIT,Daikin,,RAM-80QM5,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,51,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,51,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,52,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,52,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,53,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CMR2428E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,53,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CMR2428E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,54,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CR188,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,54,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CR188,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,55,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,55,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,56,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-KR129E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,56,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-KR129E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,57,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CR188E38,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,57,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CR188E38,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,58,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-KR188E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,58,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-KR188E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,59,iroda,VRV_INDOOR_UNIT,Daikin,,RAS-13SK-E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,59,iroda,VRV_INDOOR_UNIT,Daikin,,RAS-13SK-E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,60,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,60,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,61,iroda,VRV_INDOOR_UNIT,Daikin,,RAS13YA-E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,61,iroda,VRV_INDOOR_UNIT,Daikin,,RAS13YA-E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,62,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,62,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,63,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,63,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,65,iroda,VRV_INDOOR_UNIT,Daikin,,AE5240C,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,65,iroda,VRV_INDOOR_UNIT,Daikin,,AE5240C,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,64 1,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CM2428E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,64 1,iroda,VRV_INDOOR_UNIT,Daikin,,SAP-CM2428E,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,64 2,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,64 2,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,6T1,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,SAP-CR228E38,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,6T1,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,SAP-CR228E38,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,6T2,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,SPW-C0905H8,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,6T2,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,SPW-C0905H8,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,6T3,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,SPW-CR484GVH8B,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,6T3,Konferencia terem Tetőszint,VRV_INDOOR_UNIT,Daikin,,SPW-CR484GVH8B,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,1,tárgyaló,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,1,tárgyaló,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,2,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,2,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,3 1,tárgyaló,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,3 1,tárgyaló,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,3 2,tárgyaló,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,3 2,tárgyaló,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,5,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,5,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,6,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,6,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,7,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,7,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,8,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,8,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,10,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,10,iroda,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,11,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,11,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,12,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,12,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,13,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,13,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,14,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,2. emelet,14,iroda,VRV_INDOOR_UNIT,Daikin,,FXYA40HJV1,,INDOOR_UNIT_ABOVE_2_5_KW,2
